dataset,method,feedback_mode,model,protocol,task_type,scope,query_split,corpus_scope,corpus_sampling,num_queries,num_skipped_no_gt,num_queries_with_gt,num_queries_with_gt_in_corpus,gt_query_coverage,num_corpus_chunks,num_total_corpus_chunks,top_k,metric_ks,num_seeds,seeds,epochs,n_clusters_requested,n_effective_arms_mean,context_dim_requested,candidate_arms,high_trust_prob,high_trust,low_trust,high_accuracy,low_accuracy,window_size,dense_depth,bm25_depth,cluster_depth,dense_weight,bm25_weight,cluster_weight,dense_floor_k,total_feedback_updates_mean,total_update_weight_mean,cross_arm_update_weight_mean,propagated_updates_mean,avg_local_boost_norm_mean,avg_memory_feedback_reward_mean,avg_observed_feedback_reward_mean,avg_selected_candidate_chunks_mean,avg_true_feedback_reward_mean,avg_union_candidate_chunks_mean,avg_user_trust_mean,bm25_fallback_hit_rate_mean,cluster_local_hit_rate_mean,dense_fallback_hit_rate_mean,epoch_selected_cluster_hit_gain_mean,epoch_soft_hit_gain_mean,epoch_true_reward_gain_mean,epochs_mean,feedback_alignment_rate_mean,final_effective_alpha_mean,first_epoch_selected_cluster_hit_rate_mean,first_epoch_soft_hit_rate_mean,first_epoch_true_reward_mean,first_window_selected_cluster_hit_rate_mean,first_window_soft_hit_rate_mean,first_window_true_reward_mean,last_epoch_selected_cluster_hit_rate_mean,last_epoch_soft_hit_rate_mean,last_epoch_true_reward_mean,last_window_selected_cluster_hit_rate_mean,last_window_soft_hit_rate_mean,last_window_true_reward_mean,mrr@10_mean,mrr@10_std,mrr@1_mean,mrr@1_std,mrr@5_mean,mrr@5_std,ndcg@10_mean,ndcg@10_std,ndcg@1_mean,ndcg@1_std,ndcg@5_mean,ndcg@5_std,num_interactions_mean,num_queries_mean,num_skipped_no_gt_mean,recall@10_mean,recall@10_std,recall@1_mean,recall@1_std,recall@5_mean,recall@5_std,selected_cluster_hit_rate_mean,soft_fused_hit_rate_mean,window_selected_cluster_hit_gain_mean,window_soft_hit_gain_mean,window_true_reward_gain_mean,elapsed_sec,notes
cuad,linucb_trust_oracle,oracle,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,smoke_only,test,gt_anchored_10000,gt_anchored,79,21,79,79,1.0,10000,675400,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,3600.0,1059.675809289379,159.67580928938148,2700.0,0.0073492917753839836,0.024444444444444446,0.024444444444444446,945.8155555555555,0.024444444444444446,267.5477777777778,1.0,0.04,0.03,0.06,-0.03333333333333333,0.009999999999999995,0.016666666666666666,3.0,1.0,0.3,0.29333333333333333,0.06666666666666667,0.016666666666666666,0.3,0.09999999999999999,0.02,0.26,0.07666666666666666,0.03333333333333333,0.2733333333333334,0.06,0.03333333333333333,0.0362818967249347,0.0023123135673204357,0.02531645569620253,0.0,0.028481012658227847,0.0,0.03973687542507048,0.0031483943650278535,0.02531645569620253,0.0,0.028659090159146725,0.0,300.0,79.0,21.0,0.0970464135021097,0.01578758391043857,0.02531645569620253,0.0,0.0379746835443038,0.0,0.27555555555555555,0.07222222222222222,-0.026666666666666655,-0.04,0.013333333333333336,98.208,Sampled query/corpus scope; use only with matching comparison group. CUAD smoke/sample result; not a full-corpus held-out result. Corpus sample is GT-anchored: selected query GT chunks plus sampled distractors.
cuad,linucb_trust_trust_weighted,trust_weighted,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,smoke_only,test,gt_anchored_10000,gt_anchored,79,21,79,79,1.0,10000,675400,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,3600.0,820.4577235864975,123.45772358649886,2700.0,0.0682856234611968,0.26638888888888895,0.48888888888888893,978.8266666666667,0.014444444444444446,268.30111111111114,0.7744444444444444,0.04,0.021111111111111112,0.06,0.04000000000000001,0.006666666666666664,0.016666666666666666,3.0,0.7922222222222222,0.3,0.25,0.06333333333333334,0.006666666666666667,0.24666666666666667,0.10000000000000002,0.013333333333333334,0.29000000000000004,0.07,0.023333333333333334,0.26666666666666666,0.06,0.02,0.03484863706382693,0.0008202732398932371,0.02531645569620253,0.0,0.028481012658227847,0.0,0.03879134923883059,0.0018383030764355193,0.02531645569620253,0.0,0.028659090159146725,0.0,300.0,79.0,21.0,0.08860759493670885,0.01033539975857881,0.02531645569620253,0.0,0.0379746835443038,0.0,0.27555555555555555,0.06888888888888889,0.020000000000000007,-0.04000000000000001,0.006666666666666667,119.588,Sampled query/corpus scope; use only with matching comparison group. CUAD smoke/sample result; not a full-corpus held-out result. Corpus sample is GT-anchored: selected query GT chunks plus sampled distractors.
emanual,linucb_trust_equal_noisy,equal_noisy,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,heldout_test,test,full,first,130,2,130,130,1.0,18812,18812,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,4752.0,1386.8620398734463,198.86203987344297,3564.0,0.12279743965517824,0.5025252525252525,0.5025252525252525,1756.7710437710439,0.03282828282828283,263.1843434343435,0.7868265993265994,0.11363636363636363,0.04040404040404041,0.16666666666666666,0.04292929292929292,0.005050505050505046,0.03787878787878788,3.0,0.8024691358024691,0.3,0.18434343434343434,0.1464646464646465,0.015151515151515152,0.14666666666666667,0.09333333333333334,0.0,0.22727272727272727,0.15151515151515152,0.05303030303030303,0.24666666666666667,0.17333333333333334,0.06666666666666667,0.03475274725274726,0.000524266843862619,0.0,0.0,0.026794871794871795,0.0,0.024631459768153022,0.0006267787391268007,0.0,0.0,0.01537723682334962,0.0,396.0,130.0,2.0,0.15384615384615385,0.006280742930213278,0.0,0.0,0.0846153846153846,1.3877787807814457e-17,0.19865319865319864,0.14814814814814814,0.10000000000000002,0.08000000000000002,0.06666666666666667,90.229,
emanual,linucb_trust_none,none,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,heldout_test,test,full,first,130,2,130,130,1.0,18812,18812,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.4015151515152,0.02441077441077441,261.169191919192,0.0,0.11363636363636363,0.037037037037037035,0.16666666666666666,-0.05808080808080809,0.002525252525252523,-0.022727272727272724,3.0,1.0,1.0,0.27020202020202017,0.13888888888888887,0.03787878787878788,0.2733333333333334,0.08666666666666667,0.02,0.21212121212121213,0.1414141414141414,0.015151515151515152,0.21333333333333335,0.13333333333333333,0.006666666666666667,0.03346459096459097,0.0008806458080711543,0.0,0.0,0.026794871794871795,0.0,0.024105871624713185,0.0008527835009589572,0.0,0.0,0.01537723682334962,0.0,396.0,130.0,2.0,0.1435897435897436,0.007252377242938949,0.0,0.0,0.0846153846153846,1.3877787807814457e-17,0.2474747474747475,0.1414141414141414,-0.05999999999999999,0.04666666666666667,-0.013333333333333334,59.375,
emanual,linucb_trust_oracle,oracle,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,heldout_test,test,full,first,130,2,130,130,1.0,18812,18812,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,4752.0,1392.9015424361194,204.90154243611323,3564.0,0.013712030095820558,0.06481481481481481,0.06481481481481481,1750.6675084175083,0.06481481481481481,255.05555555555557,1.0,0.11363636363636363,0.07659932659932661,0.16666666666666666,0.07828282828282829,0.012626262626262624,0.0707070707070707,3.0,1.0,0.3,0.2601010101010101,0.1414141414141414,0.032828282828282825,0.24,0.09333333333333334,0.03333333333333333,0.3383838383838384,0.15404040404040406,0.10353535353535354,0.35333333333333333,0.14,0.10666666666666667,0.0351017501017501,0.000826517773810751,0.0,0.0,0.026794871794871795,0.0,0.026266607208115546,0.0007116273243200467,0.0,0.0,0.01537723682334962,0.0,396.0,130.0,2.0,0.1564102564102564,0.007252377242938949,0.0,0.0,0.0846153846153846,1.3877787807814457e-17,0.2946127946127946,0.14814814814814814,0.11333333333333336,0.04666666666666667,0.07333333333333332,74.877,
emanual,linucb_trust_trust_weighted,trust_weighted,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,heldout_test,test,full,first,130,2,130,130,1.0,18812,18812,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,4752.0,1096.6510611031715,161.90106110316606,3564.0,0.06672411753758413,0.2880892255892256,0.5033670033670034,1676.300505050505,0.04713804713804714,259.5277777777778,0.7868265993265994,0.11363636363636363,0.06481481481481481,0.16666666666666666,0.04292929292929291,0.005050505050505055,0.01515151515151515,3.0,0.8024691358024691,0.3,0.22222222222222224,0.1414141414141414,0.04040404040404041,0.18000000000000002,0.09333333333333334,0.03333333333333333,0.26515151515151514,0.1464646464646465,0.05555555555555556,0.27999999999999997,0.17333333333333334,0.04,0.034194139194139196,0.00018562632228950722,0.0,0.0,0.026794871794871795,0.0,0.02552669297984041,0.0010523386405471356,0.0,0.0,0.01537723682334962,0.0,396.0,130.0,2.0,0.14871794871794874,0.0036261886214694746,0.0,0.0,0.0846153846153846,1.3877787807814457e-17,0.24663299663299662,0.1447811447811448,0.09999999999999999,0.08000000000000002,0.006666666666666667,105.999,
pubmedqa,linucb_trust_equal_noisy,equal_noisy,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,full,train,full,first,1000,0,1000,1000,1.0,4348,4348,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,36000.0,10626.054777175237,1626.0547771766699,27000.0,0.15274950671277346,0.7205555555555555,0.7205555555555555,423.74399999999997,0.5866666666666668,237.2891111111111,0.77725,0.977,0.5896666666666667,0.993,0.425,0.0006666666666666673,0.42933333333333334,3.0,0.7958148148148148,0.3,0.37133333333333335,0.9933333333333333,0.35000000000000003,0.16666666666666666,1.0,0.12666666666666668,0.7963333333333334,0.9940000000000001,0.7793333333333333,0.8333333333333334,1.0,0.8266666666666667,0.8468502645502646,0.00011954628071637722,0.709,0.0,0.8459500000000001,0.0,0.7390350754845949,0.0008060499933564512,0.709,0.0,0.7131708037653425,1.1102230246251565e-16,3000.0,1000.0,0.0,0.9940000000000001,0.0008164965809277268,0.709,0.0,0.987,0.0,0.6061111111111112,0.9937777777777778,0.6666666666666666,0.0,0.6999999999999998,212.189,"GT is abstract context section-level, not strict answer-supporting sentence evidence."
pubmedqa,linucb_trust_none,none,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,full,train,full,first,1000,0,1000,1000,1.0,4348,4348,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.35366666666664,0.14377777777777778,264.1391111111111,0.0,0.977,0.14955555555555555,0.993,-0.006000000000000005,0.00033333333333333365,-0.00633333333333333,3.0,1.0,1.0,0.16833333333333333,0.993,0.1446666666666667,0.15333333333333335,1.0,0.11333333333333334,0.16233333333333333,0.9933333333333333,0.13833333333333334,0.16,0.9933333333333333,0.15333333333333332,0.8467576719576719,0.0001858050849046486,0.709,0.0,0.8459500000000001,0.0,0.7399014093785244,0.0005304537376296242,0.709,0.0,0.7131708037653425,1.1102230246251565e-16,3000.0,1000.0,0.0,0.9933333333333333,0.0012472191289246482,0.709,0.0,0.987,0.0,0.16744444444444442,0.9932222222222222,0.006666666666666664,-0.006666666666666672,0.039999999999999994,101.838,"GT is abstract context section-level, not strict answer-supporting sentence evidence."
pubmedqa,linucb_trust_oracle,oracle,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,full,train,full,first,1000,0,1000,1000,1.0,4348,4348,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,36000.0,10628.457382126728,1628.4573821281272,27000.0,0.18568531203380378,0.8472222222222223,0.8472222222222223,430.6271111111111,0.8472222222222223,219.433,1.0,0.977,0.848,0.993,0.2753333333333333,0.0020000000000000018,0.2916666666666666,3.0,1.0,0.3,0.6816666666666666,0.992,0.6596666666666667,0.3133333333333334,1.0,0.2733333333333334,0.957,0.9939999999999999,0.9513333333333334,0.9266666666666666,0.9933333333333333,0.9266666666666666,0.8468367724867726,9.301660285868531e-05,0.709,0.0,0.8459500000000001,0.0,0.740705620850453,0.0019162267626325416,0.709,0.0,0.7131708037653425,1.1102230246251565e-16,3000.0,1000.0,0.0,0.9939999999999999,0.0008164965809277268,0.709,0.0,0.987,0.0,0.859,0.9932222222222222,0.6133333333333332,-0.006666666666666672,0.6533333333333332,156.799,"GT is abstract context section-level, not strict answer-supporting sentence evidence."
pubmedqa,linucb_trust_trust_weighted,trust_weighted,sentence-transformers/all-MiniLM-L6-v2,prequential_repeated_feedback,evidence_retrieval,full,train,full,first,1000,0,1000,1000,1.0,4348,4348,10,"1,5,10",3,13|17|19,3,32,32.0,64,3,0.7,1.0,0.25,0.9,0.55,50,100,100,100,2.0,0.8,0.8,5,36000.0,8265.807213836382,1270.5572138366713,27000.0,0.12586257316338853,0.6169722222222223,0.7702222222222223,430.3075555555556,0.7004444444444444,229.43133333333333,0.77725,0.977,0.703,0.993,0.395,0.0006666666666666673,0.403,3.0,0.7958148148148148,0.3,0.49100000000000005,0.9933333333333333,0.4696666666666667,0.21333333333333335,1.0,0.18000000000000002,0.886,0.9940000000000001,0.8726666666666668,0.9199999999999999,1.0,0.9066666666666666,0.8468354497354498,4.422818385485314e-06,0.709,0.0,0.8459500000000001,0.0,0.7394273279378276,0.000559786963582189,0.709,0.0,0.7131708037653425,1.1102230246251565e-16,3000.0,1000.0,0.0,0.9940000000000001,1.1102230246251565e-16,0.709,0.0,0.987,0.0,0.7186666666666666,0.9935555555555555,0.7066666666666667,0.0,0.7266666666666666,271.003,"GT is abstract context section-level, not strict answer-supporting sentence evidence."
