query_id,method_label,judge_model,failure_attempts,failure_codes
lotte_technology_search_100k_q149,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q149,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q149,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q15,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q15,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q15,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q15,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q150,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q150,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q150,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q150,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q152,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q152,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q152,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q152,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q153,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q153,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q153,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q153,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q155,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q155,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q155,dense_sent_mmr_r0.85_l0.70,minimax-m3,1,SensitiveContentDetected
lotte_technology_search_100k_q155,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q155,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q155,intentweight_sent_mmr_r0.85_l0.70_seed19,minimax-m3,1,SensitiveContentDetected
lotte_technology_search_100k_q156,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q156,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q156,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q156,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q157,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q157,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q157,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q157,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q158,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q158,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q158,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q158,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q163,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q163,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q163,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q163,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q164,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q164,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q164,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q164,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q165,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q165,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q165,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q165,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q166,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q166,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q166,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q166,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q167,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q167,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q167,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q167,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q168,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q168,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q168,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q168,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q169,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q169,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q169,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q169,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q170,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q170,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q170,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q170,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q173,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q173,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q173,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q173,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q176,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q176,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q176,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q176,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q180,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q180,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q180,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q180,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q181,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q181,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q181,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q181,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q184,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q184,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q184,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q184,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q187,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q187,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q187,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q187,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q188,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q188,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q188,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q188,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q19,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q19,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q19,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q19,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q190,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q190,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q190,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q190,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q191,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q191,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q191,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q191,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q192,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q192,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q192,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q192,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q193,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q193,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q193,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q193,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q195,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q195,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q195,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q195,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q197,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q197,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q197,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q197,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q198,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q198,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q198,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q198,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q199,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q199,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q199,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q199,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q2,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q2,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q2,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q2,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q20,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q20,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q20,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q20,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q205,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q205,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q205,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q205,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q206,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
lotte_technology_search_100k_q206,dense_llmlingua2_matched_sent_mmr,minimax-m3,0,unrecorded
lotte_technology_search_100k_q206,intentroute_llmlingua2_matched_sent_mmr_seed19,glm-5.2,0,unrecorded
lotte_technology_search_100k_q206,intentroute_llmlingua2_matched_sent_mmr_seed19,minimax-m3,0,unrecorded
lotte_technology_search_100k_q208,dense_llmlingua2_matched_sent_mmr,glm-5.2,0,unrecorded
